supplier_id,supplier_name,contact_email,reliability_score,avg_lead_time_days,defect_rate,created_at
SUP-0248,Supplier 248 Ltd,contact@supplier248.com,0.76,18,0.0393,2026-02-27T14:39:29.185978
SUP-0249,Supplier 249 Ltd,contact@supplier249.com,0.81,21,0.0145,2026-02-27T14:39:29.185980
SUP-0250,Supplier 250 Ltd,contact@supplier250.com,0.8,5,0.0052,2026-02-27T14:39:29.185982
SUP-0251,Supplier 251 Ltd,contact@supplier251.com,0.8,17,0.032,2026-02-27T14:39:29.185984
SUP-0252,Supplier 252 Ltd,contact@supplier252.com,0.86,17,0.0201,2026-02-27T14:39:29.185986
SUP-0253,Supplier 253 Ltd,contact@supplier253.com,0.98,7,0.0368,2026-02-27T14:39:29.185988
SUP-0254,Supplier 254 Ltd,contact@supplier254.com,0.88,12,0.0406,2026-02-27T14:39:29.185991
SUP-0255,Supplier 255 Ltd,contact@supplier255.com,0.8,16,0.0023,2026-02-27T14:39:29.186063
SUP-0256,Supplier 256 Ltd,contact@supplier256.com,0.71,21,0.0106,2026-02-27T14:39:29.186076
SUP-0257,Supplier 257 Ltd,contact@supplier257.com,0.84,11,0.0329,2026-02-27T14:39:29.186080
SUP-0258,Supplier 258 Ltd,contact@supplier258.com,0.97,20,0.0058,2026-02-27T14:39:29.186084
SUP-0259,Supplier 259 Ltd,contact@supplier259.com,0.79,17,0.0025,2026-02-27T14:39:29.186088
SUP-0260,Supplier 260 Ltd,contact@supplier260.com,0.96,8,0.0132,2026-02-27T14:39:29.186092
SUP-0261,Supplier 261 Ltd,contact@supplier261.com,0.76,14,0.0246,2026-02-27T14:39:29.186095
SUP-0262,Supplier 262 Ltd,contact@supplier262.com,0.76,4,0.0121,2026-02-27T14:39:29.186099
SUP-0263,Supplier 263 Ltd,contact@supplier263.com,0.94,20,0.0451,2026-02-27T14:39:29.186102
SUP-0264,Supplier 264 Ltd,contact@supplier264.com,0.88,15,0.0362,2026-02-27T14:39:29.186106
SUP-0265,Supplier 265 Ltd,contact@supplier265.com,0.71,13,0.011,2026-02-27T14:39:29.186109
SUP-0266,Supplier 266 Ltd,contact@supplier266.com,0.72,20,0.0478,2026-02-27T14:39:29.186113
SUP-0267,Supplier 267 Ltd,contact@supplier267.com,0.75,5,0.0288,2026-02-27T14:39:29.186116
SUP-0268,Supplier 268 Ltd,contact@supplier268.com,0.75,6,0.0368,2026-02-27T14:39:29.186142
SUP-0269,Supplier 269 Ltd,contact@supplier269.com,0.78,10,0.0084,2026-02-27T14:39:29.186148
SUP-0270,Supplier 270 Ltd,contact@supplier270.com,0.76,17,0.0049,2026-02-27T14:39:29.186151
SUP-0271,Supplier 271 Ltd,contact@supplier271.com,0.76,5,0.029,2026-02-27T14:39:29.186153
SUP-0272,Supplier 272 Ltd,contact@supplier272.com,0.87,13,0.0051,2026-02-27T14:39:29.186155
SUP-0273,Supplier 273 Ltd,contact@supplier273.com,0.7,14,0.0091,2026-02-27T14:39:29.186158
SUP-0274,Supplier 274 Ltd,contact@supplier274.com,0.74,11,0.027,2026-02-27T14:39:29.186160
SUP-0275,Supplier 275 Ltd,contact@supplier275.com,0.9,7,0.0278,2026-02-27T14:39:29.186162
SUP-0276,Supplier 276 Ltd,contact@supplier276.com,0.75,6,0.0351,2026-02-27T14:39:29.186164
SUP-0277,Supplier 277 Ltd,contact@supplier277.com,0.98,15,0.0279,2026-02-27T14:39:29.186166
SUP-0278,Supplier 278 Ltd,contact@supplier278.com,0.9,10,0.0103,2026-02-27T14:39:29.186169
SUP-0279,Supplier 279 Ltd,contact@supplier279.com,0.9,20,0.0324,2026-02-27T14:39:29.186170
SUP-0280,Supplier 280 Ltd,contact@supplier280.com,0.76,9,0.0401,2026-02-27T14:39:29.186172
SUP-0281,Supplier 281 Ltd,contact@supplier281.com,0.95,19,0.0355,2026-02-27T14:39:29.186174
SUP-0282,Supplier 282 Ltd,contact@supplier282.com,0.74,13,0.0013,2026-02-27T14:39:29.186176
SUP-0283,Supplier 283 Ltd,contact@supplier283.com,0.84,11,0.0178,2026-02-27T14:39:29.186179
SUP-0284,Supplier 284 Ltd,contact@supplier284.com,0.81,16,0.0402,2026-02-27T14:39:29.186180
SUP-0285,Supplier 285 Ltd,contact@supplier285.com,0.74,9,0.0258,2026-02-27T14:39:29.186182
SUP-0286,Supplier 286 Ltd,contact@supplier286.com,0.78,9,0.0344,2026-02-27T14:39:29.186185
SUP-0287,Supplier 287 Ltd,contact@supplier287.com,0.71,4,0.0146,2026-02-27T14:39:29.186186
SUP-0288,Supplier 288 Ltd,contact@supplier288.com,0.93,8,0.0088,2026-02-27T14:39:29.186189
SUP-0289,Supplier 289 Ltd,contact@supplier289.com,0.74,15,0.038,2026-02-27T14:39:29.186191
SUP-0290,Supplier 290 Ltd,contact@supplier290.com,0.72,18,0.0288,2026-02-27T14:39:29.186193
SUP-0291,Supplier 291 Ltd,contact@supplier291.com,0.77,12,0.0396,2026-02-27T14:39:29.186195
SUP-0292,Supplier 292 Ltd,contact@supplier292.com,0.81,5,0.0078,2026-02-27T14:39:29.186197
SUP-0293,Supplier 293 Ltd,contact@supplier293.com,0.98,8,0.0109,2026-02-27T14:39:29.186199
SUP-0294,Supplier 294 Ltd,contact@supplier294.com,0.73,14,0.0329,2026-02-27T14:39:29.186201
SUP-0295,Supplier 295 Ltd,contact@supplier295.com,0.88,3,0.0457,2026-02-27T14:39:29.186203
SUP-0296,Supplier 296 Ltd,contact@supplier296.com,0.71,18,0.0066,2026-02-27T14:39:29.186204
SUP-0297,Supplier 297 Ltd,contact@supplier297.com,0.79,6,0.0311,2026-02-27T14:39:29.186206
SUP-0298,Supplier 298 Ltd,contact@supplier298.com,0.88,3,0.0254,2026-02-27T14:39:29.186208
SUP-0299,Supplier 299 Ltd,contact@supplier299.com,0.84,6,0.0215,2026-02-27T14:39:29.186210
SUP-0300,Supplier 300 Ltd,contact@supplier300.com,0.8,6,0.0015,2026-02-27T14:39:29.186213
SUP-0301,Supplier 301 Ltd,contact@supplier301.com,0.85,8,0.0407,2026-02-27T14:39:29.186214
SUP-0302,Supplier 302 Ltd,contact@supplier302.com,0.87,3,0.0263,2026-02-27T14:39:29.186216
SUP-0303,Supplier 303 Ltd,contact@supplier303.com,0.81,17,0.0161,2026-02-27T14:39:29.186218
SUP-0304,Supplier 304 Ltd,contact@supplier304.com,0.79,3,0.0276,2026-02-27T14:39:29.186220
SUP-0305,Supplier 305 Ltd,contact@supplier305.com,0.86,8,0.0475,2026-02-27T14:39:29.186222
SUP-0306,Supplier 306 Ltd,contact@supplier306.com,0.78,15,0.0178,2026-02-27T14:39:29.186224
SUP-0307,Supplier 307 Ltd,contact@supplier307.com,0.82,14,0.0448,2026-02-27T14:39:29.186226
SUP-0308,Supplier 308 Ltd,contact@supplier308.com,0.88,14,0.0056,2026-02-27T14:39:29.186228
SUP-0309,Supplier 309 Ltd,contact@supplier309.com,0.78,16,0.0436,2026-02-27T14:39:29.186231
SUP-0310,Supplier 310 Ltd,contact@supplier310.com,0.98,14,0.027,2026-02-27T14:39:29.186233
SUP-0311,Supplier 311 Ltd,contact@supplier311.com,0.85,21,0.0243,2026-02-27T14:39:29.186235
SUP-0312,Supplier 312 Ltd,contact@supplier312.com,0.88,10,0.0059,2026-02-27T14:39:29.186237
SUP-0313,Supplier 313 Ltd,contact@supplier313.com,0.8,3,0.0308,2026-02-27T14:39:29.186239
SUP-0314,Supplier 314 Ltd,contact@supplier314.com,0.93,17,0.0154,2026-02-27T14:39:29.186241
SUP-0315,Supplier 315 Ltd,contact@supplier315.com,0.93,7,0.0333,2026-02-27T14:39:29.186243
SUP-0316,Supplier 316 Ltd,contact@supplier316.com,0.99,5,0.019,2026-02-27T14:39:29.186245
SUP-0317,Supplier 317 Ltd,contact@supplier317.com,0.71,9,0.0386,2026-02-27T14:39:29.186247
SUP-0318,Supplier 318 Ltd,contact@supplier318.com,0.75,20,0.0271,2026-02-27T14:39:29.186249
SUP-0319,Supplier 319 Ltd,contact@supplier319.com,0.72,17,0.0456,2026-02-27T14:39:29.186251
SUP-0320,Supplier 320 Ltd,contact@supplier320.com,0.96,3,0.0443,2026-02-27T14:39:29.186253
SUP-0321,Supplier 321 Ltd,contact@supplier321.com,0.98,6,0.0429,2026-02-27T14:39:29.186255
SUP-0322,Supplier 322 Ltd,contact@supplier322.com,0.97,4,0.0122,2026-02-27T14:39:29.186257
SUP-0323,Supplier 323 Ltd,contact@supplier323.com,0.75,15,0.021,2026-02-27T14:39:29.186259
SUP-0324,Supplier 324 Ltd,contact@supplier324.com,0.78,16,0.0406,2026-02-27T14:39:29.186261
SUP-0325,Supplier 325 Ltd,contact@supplier325.com,0.77,5,0.0327,2026-02-27T14:39:29.186263
SUP-0326,Supplier 326 Ltd,contact@supplier326.com,0.75,6,0.0495,2026-02-27T14:39:29.186265
SUP-0327,Supplier 327 Ltd,contact@supplier327.com,0.72,16,0.0013,2026-02-27T14:39:29.186267
SUP-0328,Supplier 328 Ltd,contact@supplier328.com,0.86,17,0.0168,2026-02-27T14:39:29.186269
SUP-0329,Supplier 329 Ltd,contact@supplier329.com,0.82,4,0.0018,2026-02-27T14:39:29.186271
SUP-0330,Supplier 330 Ltd,contact@supplier330.com,0.83,9,0.0086,2026-02-27T14:39:29.186273
SUP-0331,Supplier 331 Ltd,contact@supplier331.com,0.98,6,0.0418,2026-02-27T14:39:29.186275
SUP-0332,Supplier 332 Ltd,contact@supplier332.com,0.89,10,0.0077,2026-02-27T14:39:29.186277
SUP-0333,Supplier 333 Ltd,contact@supplier333.com,0.85,12,0.0154,2026-02-27T14:39:29.186279
SUP-0334,Supplier 334 Ltd,contact@supplier334.com,0.88,4,0.0056,2026-02-27T14:39:29.186281
SUP-0335,Supplier 335 Ltd,contact@supplier335.com,0.9,7,0.0124,2026-02-27T14:39:29.186283
SUP-0336,Supplier 336 Ltd,contact@supplier336.com,0.76,21,0.0181,2026-02-27T14:39:29.186285
SUP-0337,Supplier 337 Ltd,contact@supplier337.com,0.72,18,0.0173,2026-02-27T14:39:29.186287
SUP-0338,Supplier 338 Ltd,contact@supplier338.com,0.76,11,0.0384,2026-02-27T14:39:29.186289
SUP-0339,Supplier 339 Ltd,contact@supplier339.com,0.78,19,0.0414,2026-02-27T14:39:29.186291
SUP-0340,Supplier 340 Ltd,contact@supplier340.com,0.87,20,0.046,2026-02-27T14:39:29.186293
SUP-0341,Supplier 341 Ltd,contact@supplier341.com,0.73,14,0.0336,2026-02-27T14:39:29.186295
SUP-0342,Supplier 342 Ltd,contact@supplier342.com,0.8,10,0.0289,2026-02-27T14:39:29.186296
SUP-0343,Supplier 343 Ltd,contact@supplier343.com,0.76,16,0.0236,2026-02-27T14:39:29.186298
SUP-0344,Supplier 344 Ltd,contact@supplier344.com,0.74,21,0.0345,2026-02-27T14:39:29.186300
SUP-0345,Supplier 345 Ltd,contact@supplier345.com,0.87,5,0.0194,2026-02-27T14:39:29.186302
SUP-0346,Supplier 346 Ltd,contact@supplier346.com,0.89,7,0.017,2026-02-27T14:39:29.186305
SUP-0347,Supplier 347 Ltd,contact@supplier347.com,0.84,4,0.0086,2026-02-27T14:39:29.186306
SUP-0348,Supplier 348 Ltd,contact@supplier348.com,0.99,15,0.0155,2026-02-27T14:39:29.186309
SUP-0349,Supplier 349 Ltd,contact@supplier349.com,0.9,18,0.0011,2026-02-27T14:39:29.186311
SUP-0350,Supplier 350 Ltd,contact@supplier350.com,0.87,7,0.0019,2026-02-27T14:39:29.186312
SUP-0351,Supplier 351 Ltd,contact@supplier351.com,0.93,19,0.0141,2026-02-27T14:39:29.186314
SUP-0352,Supplier 352 Ltd,contact@supplier352.com,0.9,9,0.0279,2026-02-27T14:39:29.186317
SUP-0353,Supplier 353 Ltd,contact@supplier353.com,0.8,14,0.0221,2026-02-27T14:39:29.186319
SUP-0354,Supplier 354 Ltd,contact@supplier354.com,0.7,16,0.0204,2026-02-27T14:39:29.186321
SUP-0355,Supplier 355 Ltd,contact@supplier355.com,0.71,11,0.0244,2026-02-27T14:39:29.186324
SUP-0356,Supplier 356 Ltd,contact@supplier356.com,0.83,4,0.0488,2026-02-27T14:39:29.186326
SUP-0357,Supplier 357 Ltd,contact@supplier357.com,0.84,10,0.0388,2026-02-27T14:39:29.186328
SUP-0358,Supplier 358 Ltd,contact@supplier358.com,0.75,13,0.0173,2026-02-27T14:39:29.186329
SUP-0359,Supplier 359 Ltd,contact@supplier359.com,0.95,17,0.0054,2026-02-27T14:39:29.186331
SUP-0360,Supplier 360 Ltd,contact@supplier360.com,0.72,14,0.0031,2026-02-27T14:39:29.186333
SUP-0361,Supplier 361 Ltd,contact@supplier361.com,0.9,10,0.0489,2026-02-27T14:39:29.186335
SUP-0362,Supplier 362 Ltd,contact@supplier362.com,0.78,4,0.0172,2026-02-27T14:39:29.186337
SUP-0363,Supplier 363 Ltd,contact@supplier363.com,0.8,7,0.0439,2026-02-27T14:39:29.186339
SUP-0364,Supplier 364 Ltd,contact@supplier364.com,0.79,18,0.0444,2026-02-27T14:39:29.186341
SUP-0365,Supplier 365 Ltd,contact@supplier365.com,0.82,9,0.0458,2026-02-27T14:39:29.186343
SUP-0366,Supplier 366 Ltd,contact@supplier366.com,0.89,7,0.0177,2026-02-27T14:39:29.186345
SUP-0367,Supplier 367 Ltd,contact@supplier367.com,0.73,12,0.0042,2026-02-27T14:39:29.186347
SUP-0368,Supplier 368 Ltd,contact@supplier368.com,0.98,15,0.025,2026-02-27T14:39:29.186349
SUP-0369,Supplier 369 Ltd,contact@supplier369.com,0.76,12,0.0481,2026-02-27T14:39:29.186351
SUP-0370,Supplier 370 Ltd,contact@supplier370.com,0.72,4,0.0026,2026-02-27T14:39:29.186353
SUP-0371,Supplier 371 Ltd,contact@supplier371.com,0.9,3,0.0426,2026-02-27T14:39:29.186355
SUP-0372,Supplier 372 Ltd,contact@supplier372.com,0.81,12,0.0263,2026-02-27T14:39:29.186357
SUP-0373,Supplier 373 Ltd,contact@supplier373.com,0.83,6,0.0403,2026-02-27T14:39:29.186359
SUP-0374,Supplier 374 Ltd,contact@supplier374.com,0.91,5,0.0074,2026-02-27T14:39:29.186361
SUP-0375,Supplier 375 Ltd,contact@supplier375.com,0.71,15,0.0225,2026-02-27T14:39:29.186363
SUP-0376,Supplier 376 Ltd,contact@supplier376.com,0.77,6,0.0456,2026-02-27T14:39:29.186365
SUP-0377,Supplier 377 Ltd,contact@supplier377.com,0.91,3,0.0203,2026-02-27T14:39:29.186367
SUP-0378,Supplier 378 Ltd,contact@supplier378.com,0.93,4,0.0489,2026-02-27T14:39:29.186369
SUP-0379,Supplier 379 Ltd,contact@supplier379.com,0.89,13,0.0096,2026-02-27T14:39:29.186371
SUP-0380,Supplier 380 Ltd,contact@supplier380.com,0.73,5,0.0037,2026-02-27T14:39:29.186373
SUP-0381,Supplier 381 Ltd,contact@supplier381.com,0.86,16,0.0246,2026-02-27T14:39:29.186375
SUP-0382,Supplier 382 Ltd,contact@supplier382.com,0.98,7,0.0397,2026-02-27T14:39:29.186377
SUP-0383,Supplier 383 Ltd,contact@supplier383.com,0.88,13,0.0475,2026-02-27T14:39:29.186379
SUP-0384,Supplier 384 Ltd,contact@supplier384.com,0.8,18,0.0499,2026-02-27T14:39:29.186381
SUP-0385,Supplier 385 Ltd,contact@supplier385.com,0.91,13,0.0345,2026-02-27T14:39:29.186383
SUP-0386,Supplier 386 Ltd,contact@supplier386.com,0.72,6,0.0225,2026-02-27T14:39:29.186385
SUP-0387,Supplier 387 Ltd,contact@supplier387.com,0.98,5,0.0389,2026-02-27T14:39:29.186387
SUP-0388,Supplier 388 Ltd,contact@supplier388.com,0.75,21,0.0224,2026-02-27T14:39:29.186388
SUP-0389,Supplier 389 Ltd,contact@supplier389.com,0.95,15,0.0432,2026-02-27T14:39:29.186390
SUP-0390,Supplier 390 Ltd,contact@supplier390.com,0.71,16,0.0201,2026-02-27T14:39:29.186392
SUP-0391,Supplier 391 Ltd,contact@supplier391.com,0.92,16,0.0241,2026-02-27T14:39:29.186394
SUP-0392,Supplier 392 Ltd,contact@supplier392.com,0.84,8,0.0395,2026-02-27T14:39:29.186397
SUP-0393,Supplier 393 Ltd,contact@supplier393.com,0.96,11,0.0144,2026-02-27T14:39:29.186399
SUP-0394,Supplier 394 Ltd,contact@supplier394.com,0.71,12,0.0397,2026-02-27T14:39:29.186400
SUP-0395,Supplier 395 Ltd,contact@supplier395.com,0.76,21,0.0196,2026-02-27T14:39:29.186402
SUP-0396,Supplier 396 Ltd,contact@supplier396.com,0.76,14,0.0094,2026-02-27T14:39:29.186404
SUP-0397,Supplier 397 Ltd,contact@supplier397.com,0.7,15,0.0104,2026-02-27T14:39:29.186406
SUP-0398,Supplier 398 Ltd,contact@supplier398.com,0.87,16,0.0191,2026-02-27T14:39:29.186408
SUP-0399,Supplier 399 Ltd,contact@supplier399.com,0.86,5,0.0484,2026-02-27T14:39:29.186410
SUP-0400,Supplier 400 Ltd,contact@supplier400.com,0.95,21,0.0075,2026-02-27T14:39:29.186412
SUP-0401,Supplier 401 Ltd,contact@supplier401.com,0.97,8,0.0491,2026-02-27T14:39:29.186415
SUP-0402,Supplier 402 Ltd,contact@supplier402.com,0.93,8,0.0448,2026-02-27T14:39:29.186416
SUP-0403,Supplier 403 Ltd,contact@supplier403.com,0.77,9,0.0183,2026-02-27T14:39:29.186418
SUP-0404,Supplier 404 Ltd,contact@supplier404.com,0.8,7,0.0356,2026-02-27T14:39:29.186420
SUP-0405,Supplier 405 Ltd,contact@supplier405.com,0.87,20,0.0047,2026-02-27T14:39:29.186422
SUP-0406,Supplier 406 Ltd,contact@supplier406.com,0.89,10,0.0123,2026-02-27T14:39:29.186424
SUP-0407,Supplier 407 Ltd,contact@supplier407.com,0.73,7,0.0151,2026-02-27T14:39:29.186426
SUP-0408,Supplier 408 Ltd,contact@supplier408.com,0.79,16,0.0207,2026-02-27T14:39:29.186428
SUP-0409,Supplier 409 Ltd,contact@supplier409.com,0.77,18,0.0158,2026-02-27T14:39:29.186430
SUP-0410,Supplier 410 Ltd,contact@supplier410.com,0.74,19,0.0259,2026-02-27T14:39:29.186432
SUP-0411,Supplier 411 Ltd,contact@supplier411.com,0.86,12,0.0419,2026-02-27T14:39:29.186434
SUP-0412,Supplier 412 Ltd,contact@supplier412.com,0.99,14,0.0109,2026-02-27T14:39:29.186436
SUP-0413,Supplier 413 Ltd,contact@supplier413.com,0.7,13,0.0326,2026-02-27T14:39:29.186438
SUP-0414,Supplier 414 Ltd,contact@supplier414.com,0.83,10,0.0464,2026-02-27T14:39:29.186440
SUP-0415,Supplier 415 Ltd,contact@supplier415.com,0.84,20,0.0121,2026-02-27T14:39:29.186442
SUP-0416,Supplier 416 Ltd,contact@supplier416.com,0.86,19,0.0392,2026-02-27T14:39:29.186444
SUP-0417,Supplier 417 Ltd,contact@supplier417.com,0.85,19,0.0321,2026-02-27T14:39:29.186445
SUP-0418,Supplier 418 Ltd,contact@supplier418.com,0.83,8,0.0332,2026-02-27T14:39:29.186447
SUP-0419,Supplier 419 Ltd,contact@supplier419.com,0.74,14,0.0289,2026-02-27T14:39:29.186449
SUP-0420,Supplier 420 Ltd,contact@supplier420.com,0.97,19,0.0154,2026-02-27T14:39:29.186452
SUP-0421,Supplier 421 Ltd,contact@supplier421.com,0.89,11,0.0161,2026-02-27T14:39:29.186454
SUP-0422,Supplier 422 Ltd,contact@supplier422.com,0.72,16,0.0435,2026-02-27T14:39:29.186456
SUP-0423,Supplier 423 Ltd,contact@supplier423.com,0.93,10,0.0304,2026-02-27T14:39:29.186458
SUP-0424,Supplier 424 Ltd,contact@supplier424.com,0.93,6,0.0012,2026-02-27T14:39:29.186460
SUP-0425,Supplier 425 Ltd,contact@supplier425.com,0.84,17,0.0486,2026-02-27T14:39:29.186462
SUP-0426,Supplier 426 Ltd,contact@supplier426.com,0.77,10,0.0471,2026-02-27T14:39:29.186463
SUP-0427,Supplier 427 Ltd,contact@supplier427.com,0.82,11,0.049,2026-02-27T14:39:29.186465
SUP-0428,Supplier 428 Ltd,contact@supplier428.com,0.85,8,0.0491,2026-02-27T14:39:29.186467
SUP-0429,Supplier 429 Ltd,contact@supplier429.com,0.71,20,0.047,2026-02-27T14:39:29.186469
SUP-0430,Supplier 430 Ltd,contact@supplier430.com,0.91,4,0.0436,2026-02-27T14:39:29.186471
SUP-0431,Supplier 431 Ltd,contact@supplier431.com,0.97,20,0.0197,2026-02-27T14:39:29.186473
SUP-0432,Supplier 432 Ltd,contact@supplier432.com,0.94,7,0.0367,2026-02-27T14:39:29.186475
SUP-0433,Supplier 433 Ltd,contact@supplier433.com,0.9,12,0.0346,2026-02-27T14:39:29.186477
SUP-0434,Supplier 434 Ltd,contact@supplier434.com,0.85,15,0.0209,2026-02-27T14:39:29.186479
SUP-0435,Supplier 435 Ltd,contact@supplier435.com,0.97,10,0.0416,2026-02-27T14:39:29.186481
SUP-0436,Supplier 436 Ltd,contact@supplier436.com,0.88,8,0.0085,2026-02-27T14:39:29.186483
SUP-0437,Supplier 437 Ltd,contact@supplier437.com,0.97,16,0.0405,2026-02-27T14:39:29.186484
SUP-0438,Supplier 438 Ltd,contact@supplier438.com,0.85,6,0.0418,2026-02-27T14:39:29.186486
SUP-0439,Supplier 439 Ltd,contact@supplier439.com,0.99,6,0.0233,2026-02-27T14:39:29.186488
SUP-0440,Supplier 440 Ltd,contact@supplier440.com,0.85,5,0.0222,2026-02-27T14:39:29.186490
SUP-0441,Supplier 441 Ltd,contact@supplier441.com,0.82,12,0.0438,2026-02-27T14:39:29.186492
SUP-0442,Supplier 442 Ltd,contact@supplier442.com,0.91,16,0.0454,2026-02-27T14:39:29.186494
SUP-0443,Supplier 443 Ltd,contact@supplier443.com,0.84,20,0.0333,2026-02-27T14:39:29.186496
SUP-0444,Supplier 444 Ltd,contact@supplier444.com,0.71,19,0.0262,2026-02-27T14:39:29.186499
SUP-0445,Supplier 445 Ltd,contact@supplier445.com,0.92,11,0.008,2026-02-27T14:39:29.186501
SUP-0446,Supplier 446 Ltd,contact@supplier446.com,0.96,3,0.028,2026-02-27T14:39:29.186502
SUP-0447,Supplier 447 Ltd,contact@supplier447.com,0.89,15,0.0485,2026-02-27T14:39:29.186504
SUP-0448,Supplier 448 Ltd,contact@supplier448.com,0.74,18,0.0133,2026-02-27T14:39:29.186506
SUP-0449,Supplier 449 Ltd,contact@supplier449.com,0.76,16,0.0268,2026-02-27T14:39:29.186508
SUP-0450,Supplier 450 Ltd,contact@supplier450.com,0.7,11,0.0096,2026-02-27T14:39:29.186510
SUP-0451,Supplier 451 Ltd,contact@supplier451.com,0.74,16,0.0185,2026-02-27T14:39:29.186512
SUP-0452,Supplier 452 Ltd,contact@supplier452.com,0.74,17,0.0435,2026-02-27T14:39:29.186514
SUP-0453,Supplier 453 Ltd,contact@supplier453.com,0.98,18,0.0216,2026-02-27T14:39:29.186516
SUP-0454,Supplier 454 Ltd,contact@supplier454.com,0.89,18,0.0162,2026-02-27T14:39:29.186518
SUP-0455,Supplier 455 Ltd,contact@supplier455.com,0.76,4,0.0332,2026-02-27T14:39:29.186520
SUP-0456,Supplier 456 Ltd,contact@supplier456.com,0.93,11,0.0405,2026-02-27T14:39:29.186522
SUP-0457,Supplier 457 Ltd,contact@supplier457.com,0.77,4,0.047,2026-02-27T14:39:29.186524
SUP-0458,Supplier 458 Ltd,contact@supplier458.com,0.75,7,0.012,2026-02-27T14:39:29.186526
SUP-0459,Supplier 459 Ltd,contact@supplier459.com,0.78,20,0.038,2026-02-27T14:39:29.186528
SUP-0460,Supplier 460 Ltd,contact@supplier460.com,0.78,3,0.0427,2026-02-27T14:39:29.186530
SUP-0461,Supplier 461 Ltd,contact@supplier461.com,0.82,10,0.033,2026-02-27T14:39:29.186532
SUP-0462,Supplier 462 Ltd,contact@supplier462.com,0.86,14,0.0047,2026-02-27T14:39:29.186534
SUP-0463,Supplier 463 Ltd,contact@supplier463.com,0.94,12,0.0045,2026-02-27T14:39:29.186536
SUP-0464,Supplier 464 Ltd,contact@supplier464.com,0.94,14,0.0456,2026-02-27T14:39:29.186538
SUP-0465,Supplier 465 Ltd,contact@supplier465.com,0.82,9,0.0187,2026-02-27T14:39:29.186540
SUP-0466,Supplier 466 Ltd,contact@supplier466.com,0.7,6,0.0162,2026-02-27T14:39:29.186542
SUP-0467,Supplier 467 Ltd,contact@supplier467.com,0.89,13,0.0456,2026-02-27T14:39:29.186544
SUP-0468,Supplier 468 Ltd,contact@supplier468.com,0.71,3,0.0455,2026-02-27T14:39:29.186546
SUP-0469,Supplier 469 Ltd,contact@supplier469.com,0.83,8,0.0198,2026-02-27T14:39:29.186548
SUP-0470,Supplier 470 Ltd,contact@supplier470.com,0.96,3,0.021,2026-02-27T14:39:29.186550
SUP-0471,Supplier 471 Ltd,contact@supplier471.com,0.94,10,0.01,2026-02-27T14:39:29.186552
SUP-0472,Supplier 472 Ltd,contact@supplier472.com,0.89,5,0.0028,2026-02-27T14:39:29.186554
SUP-0473,Supplier 473 Ltd,contact@supplier473.com,0.88,16,0.0317,2026-02-27T14:39:29.186556
SUP-0474,Supplier 474 Ltd,contact@supplier474.com,0.88,20,0.0106,2026-02-27T14:39:29.186558
SUP-0475,Supplier 475 Ltd,contact@supplier475.com,0.87,7,0.032,2026-02-27T14:39:29.186560
SUP-0476,Supplier 476 Ltd,contact@supplier476.com,0.78,6,0.0363,2026-02-27T14:39:29.186562
SUP-0477,Supplier 477 Ltd,contact@supplier477.com,0.95,15,0.0424,2026-02-27T14:39:29.186564
SUP-0478,Supplier 478 Ltd,contact@supplier478.com,0.85,20,0.0101,2026-02-27T14:39:29.186566
SUP-0479,Supplier 479 Ltd,contact@supplier479.com,0.85,21,0.0115,2026-02-27T14:39:29.186568
SUP-0480,Supplier 480 Ltd,contact@supplier480.com,0.96,12,0.0214,2026-02-27T14:39:29.186569
SUP-0481,Supplier 481 Ltd,contact@supplier481.com,0.8,14,0.0295,2026-02-27T14:39:29.186572
SUP-0482,Supplier 482 Ltd,contact@supplier482.com,0.81,4,0.0017,2026-02-27T14:39:29.186574
SUP-0483,Supplier 483 Ltd,contact@supplier483.com,0.8,17,0.0147,2026-02-27T14:39:29.186576
SUP-0484,Supplier 484 Ltd,contact@supplier484.com,0.91,12,0.0046,2026-02-27T14:39:29.186578
SUP-0485,Supplier 485 Ltd,contact@supplier485.com,0.79,6,0.0017,2026-02-27T14:39:29.186580
SUP-0486,Supplier 486 Ltd,contact@supplier486.com,0.75,16,0.0233,2026-02-27T14:39:29.186581
SUP-0487,Supplier 487 Ltd,contact@supplier487.com,0.89,21,0.0028,2026-02-27T14:39:29.186583
SUP-0488,Supplier 488 Ltd,contact@supplier488.com,0.87,21,0.0128,2026-02-27T14:39:29.186585
SUP-0489,Supplier 489 Ltd,contact@supplier489.com,0.9,19,0.0295,2026-02-27T14:39:29.186587
SUP-0490,Supplier 490 Ltd,contact@supplier490.com,0.82,7,0.0146,2026-02-27T14:39:29.186589
SUP-0491,Supplier 491 Ltd,contact@supplier491.com,0.91,8,0.05,2026-02-27T14:39:29.186591
SUP-0492,Supplier 492 Ltd,contact@supplier492.com,0.82,15,0.0127,2026-02-27T14:39:29.186593
SUP-0493,Supplier 493 Ltd,contact@supplier493.com,0.86,4,0.0355,2026-02-27T14:39:29.186595
SUP-0494,Supplier 494 Ltd,contact@supplier494.com,0.75,12,0.0086,2026-02-27T14:39:29.186597
SUP-0495,Supplier 495 Ltd,contact@supplier495.com,0.76,19,0.0467,2026-02-27T14:39:29.186599
SUP-0496,Supplier 496 Ltd,contact@supplier496.com,0.73,7,0.0316,2026-02-27T14:39:29.186602
