so_line_id,so_id,product_id,quantity,created_at
SOL-44019d12677f,SO-0df370a0a104,PROD-01873,17,2025-06-03T14:39:29.187794
SOL-4c1222786065,SO-d7282d37b750,PROD-00161,1,2025-06-03T14:39:29.187794
SOL-a6c85c22313f,SO-d7282d37b750,PROD-01476,10,2025-06-03T14:39:29.187794
SOL-64276ca207c2,SO-d7282d37b750,PROD-01536,7,2025-06-03T14:39:29.187794
SOL-614955e8f1e5,SO-4f8651e81e17,PROD-00579,15,2025-06-03T14:39:29.187794
SOL-80cde37d44c2,SO-4f8651e81e17,PROD-00901,14,2025-06-03T14:39:29.187794
SOL-476c41e95c78,SO-4f8651e81e17,PROD-01626,8,2025-06-03T14:39:29.187794
SOL-da10f399bfe7,SO-6f5cefa4648c,PROD-00626,18,2025-06-03T14:39:29.187794
SOL-c7dc09a2ef55,SO-9553f03c2247,PROD-01880,1,2025-06-03T14:39:29.187794
SOL-fcf54e9f9760,SO-9553f03c2247,PROD-01862,14,2025-06-03T14:39:29.187794
SOL-3bf3b15199fb,SO-cfc64b534ef7,PROD-01293,10,2025-06-03T14:39:29.187794
SOL-0316f9030666,SO-cfc64b534ef7,PROD-01887,9,2025-06-03T14:39:29.187794
SOL-1c49e5c9d395,SO-cfc64b534ef7,PROD-00747,7,2025-06-03T14:39:29.187794
SOL-ff8544ec0dd7,SO-565b61d02edf,PROD-01317,1,2025-06-03T14:39:29.187794
SOL-0a22b5e6a209,SO-565b61d02edf,PROD-01559,11,2025-06-03T14:39:29.187794
SOL-beadfc43045e,SO-565b61d02edf,PROD-01628,11,2025-06-03T14:39:29.187794
SOL-c308f9f3f886,SO-565b61d02edf,PROD-00569,12,2025-06-03T14:39:29.187794
SOL-f353d1f605e9,SO-565b61d02edf,PROD-00216,13,2025-06-03T14:39:29.187794
SOL-18b192af25bf,SO-280440e0c40c,PROD-01864,15,2025-06-03T14:39:29.187794
SOL-aaca23016ad4,SO-280440e0c40c,PROD-01958,14,2025-06-03T14:39:29.187794
SOL-9b3459423180,SO-280440e0c40c,PROD-01581,9,2025-06-03T14:39:29.187794
SOL-15b796d87d56,SO-280440e0c40c,PROD-01430,4,2025-06-03T14:39:29.187794
SOL-a72c86783812,SO-266520ee4cd7,PROD-00865,13,2025-06-03T14:39:29.187794
SOL-ba4a43782c5a,SO-266520ee4cd7,PROD-00105,4,2025-06-03T14:39:29.187794
SOL-92f76ed5b5b2,SO-266520ee4cd7,PROD-01693,11,2025-06-03T14:39:29.187794
SOL-142f494ae3fc,SO-266520ee4cd7,PROD-01406,8,2025-06-03T14:39:29.187794
SOL-61bfedb9e706,SO-266520ee4cd7,PROD-01058,12,2025-06-03T14:39:29.187794
SOL-62c8e299fd1d,SO-3439299da142,PROD-01445,17,2025-06-03T14:39:29.187794
SOL-d7e0d3a21c6f,SO-3439299da142,PROD-01619,20,2025-06-03T14:39:29.187794
SOL-f18fc7d6beb2,SO-3439299da142,PROD-01435,10,2025-06-03T14:39:29.187794
SOL-122aa2b32d6f,SO-3439299da142,PROD-01484,14,2025-06-03T14:39:29.187794
SOL-66c4a6f2cdae,SO-ba78ffbde53e,PROD-00045,9,2025-06-03T14:39:29.187794
SOL-a1185a17a145,SO-ba78ffbde53e,PROD-01262,1,2025-06-03T14:39:29.187794
SOL-676bd48fda40,SO-ba78ffbde53e,PROD-01329,6,2025-06-03T14:39:29.187794
SOL-a5acd1a5720e,SO-85ec6d01a8bd,PROD-00999,3,2025-06-03T14:39:29.187794
SOL-c1319f597e54,SO-85ec6d01a8bd,PROD-01943,6,2025-06-03T14:39:29.187794
SOL-6b6a84dfc15e,SO-85ec6d01a8bd,PROD-01364,1,2025-06-03T14:39:29.187794
SOL-0e792cadfca5,SO-628a8ee25a65,PROD-01551,18,2025-06-03T14:39:29.187794
SOL-b5227103aad2,SO-b1d33ca3df84,PROD-01058,12,2025-06-03T14:39:29.187794
SOL-0e8b40c6275b,SO-b1d33ca3df84,PROD-00509,18,2025-06-03T14:39:29.187794
SOL-1b81a7b25151,SO-b1d33ca3df84,PROD-00525,9,2025-06-03T14:39:29.187794
SOL-69b26ce37550,SO-64cddd62d18c,PROD-00073,10,2025-06-03T14:39:29.187794
SOL-155186fb5774,SO-64cddd62d18c,PROD-01346,1,2025-06-03T14:39:29.187794
SOL-aab47b568b5c,SO-64cddd62d18c,PROD-00551,16,2025-06-03T14:39:29.187794
SOL-75d308bace13,SO-64cddd62d18c,PROD-00626,8,2025-06-03T14:39:29.187794
SOL-16ec42132566,SO-64cddd62d18c,PROD-01938,14,2025-06-03T14:39:29.187794
SOL-aa17cc3cea34,SO-94f87e2dac1c,PROD-00553,8,2025-06-03T14:39:29.187794
SOL-880413fb18a6,SO-f8d48c848329,PROD-01119,4,2025-06-03T14:39:29.187794
SOL-8b0a5bb635b7,SO-55e8dd654863,PROD-01261,4,2025-06-03T14:39:29.187794
SOL-90c51af7ebf1,SO-55e8dd654863,PROD-01817,14,2025-06-03T14:39:29.187794
SOL-93fee8bf8c17,SO-414e5955ec5e,PROD-00185,8,2025-06-03T14:39:29.187794
SOL-222684b1bc3f,SO-414e5955ec5e,PROD-00743,13,2025-06-03T14:39:29.187794
SOL-c1dc95b70615,SO-619be6a8ee77,PROD-00070,17,2025-06-03T14:39:29.187794
SOL-0061277efda1,SO-619be6a8ee77,PROD-01242,14,2025-06-03T14:39:29.187794
SOL-02eefd61a144,SO-619be6a8ee77,PROD-00600,18,2025-06-03T14:39:29.187794
SOL-da557240352f,SO-619be6a8ee77,PROD-00434,12,2025-06-03T14:39:29.187794
SOL-82a00488d096,SO-8b14e47629ac,PROD-01556,5,2025-06-03T14:39:29.187794
SOL-6461be7881e8,SO-8b14e47629ac,PROD-00721,9,2025-06-03T14:39:29.187794
SOL-7f4fcb5f97b2,SO-8b14e47629ac,PROD-00887,1,2025-06-03T14:39:29.187794
SOL-e8adba73a2e7,SO-77d946fdbbbf,PROD-00544,16,2025-06-03T14:39:29.187794
SOL-4905a1fb3107,SO-434fd74f95aa,PROD-01462,2,2025-06-03T14:39:29.187794
SOL-17b8dae051ce,SO-434fd74f95aa,PROD-00792,15,2025-06-03T14:39:29.187794
SOL-2b03363a941a,SO-434fd74f95aa,PROD-00624,2,2025-06-03T14:39:29.187794
SOL-f1eb39a85cde,SO-7c239ce800e4,PROD-00611,19,2025-06-03T14:39:29.187794
SOL-54cce71db8fb,SO-7c239ce800e4,PROD-00798,9,2025-06-03T14:39:29.187794
SOL-e27f63463274,SO-7c239ce800e4,PROD-00260,10,2025-06-03T14:39:29.187794
SOL-ca44c04af30c,SO-7c239ce800e4,PROD-00259,3,2025-06-03T14:39:29.187794
SOL-9dd40de0a1b5,SO-e4a95f351723,PROD-01607,20,2025-06-03T14:39:29.187794
SOL-fb8f4dc86578,SO-e4a95f351723,PROD-00813,9,2025-06-03T14:39:29.187794
SOL-33665df900f5,SO-e4a95f351723,PROD-01238,11,2025-06-03T14:39:29.187794
SOL-a887c2d9795e,SO-e4a95f351723,PROD-00301,17,2025-06-03T14:39:29.187794
SOL-96909061f44d,SO-c92f3763d9ed,PROD-01314,10,2025-06-03T14:39:29.187794
SOL-3a2dfbe9e2fe,SO-c92f3763d9ed,PROD-00674,13,2025-06-03T14:39:29.187794
SOL-3796b940a183,SO-c92f3763d9ed,PROD-01674,9,2025-06-03T14:39:29.187794
SOL-287b95de1520,SO-c92f3763d9ed,PROD-01480,13,2025-06-03T14:39:29.187794
SOL-e33a8bdcdad1,SO-248ebcb87e37,PROD-01592,11,2025-06-03T14:39:29.187794
SOL-b0796498bb6d,SO-248ebcb87e37,PROD-00447,18,2025-06-03T14:39:29.187794
SOL-7fe804209caa,SO-46e63e397785,PROD-00932,7,2025-06-03T14:39:29.187794
SOL-6f0898cdc3b2,SO-76c0d5b221ed,PROD-01865,8,2025-06-03T14:39:29.187794
SOL-129057550e76,SO-76c0d5b221ed,PROD-01270,2,2025-06-03T14:39:29.187794
SOL-85d0dc2ba9b0,SO-76c0d5b221ed,PROD-01463,9,2025-06-03T14:39:29.187794
SOL-6c08a942f6a7,SO-5be7ae2db4d8,PROD-00363,8,2025-06-03T14:39:29.187794
SOL-1aef3bb6bd19,SO-5be7ae2db4d8,PROD-01223,14,2025-06-03T14:39:29.187794
SOL-bc25ec61f852,SO-5be7ae2db4d8,PROD-00225,8,2025-06-03T14:39:29.187794
SOL-04eeafe6780b,SO-5be7ae2db4d8,PROD-01974,6,2025-06-03T14:39:29.187794
SOL-dbb2fbc17900,SO-5be7ae2db4d8,PROD-00776,2,2025-06-03T14:39:29.187794
SOL-2a02f372416f,SO-e2c258a448b5,PROD-01101,10,2025-06-03T14:39:29.187794
SOL-d0430e465089,SO-e2c258a448b5,PROD-00854,16,2025-06-03T14:39:29.187794
SOL-70dce2f714d0,SO-e2c258a448b5,PROD-00612,2,2025-06-03T14:39:29.187794
SOL-9ed0a7de52a0,SO-e2c258a448b5,PROD-00343,18,2025-06-03T14:39:29.187794
SOL-dbbd01fc9e49,SO-e2c258a448b5,PROD-00045,7,2025-06-03T14:39:29.187794
SOL-bfff92c8eddf,SO-d00bdcb0ed9b,PROD-00357,14,2025-06-03T14:39:29.187794
SOL-d7d6aa995ea9,SO-e7dd4ac6cce3,PROD-01766,5,2025-06-03T14:39:29.187794
SOL-d3c897d475e2,SO-e7dd4ac6cce3,PROD-00525,19,2025-06-03T14:39:29.187794
SOL-772120b8c2cb,SO-e7dd4ac6cce3,PROD-00285,12,2025-06-03T14:39:29.187794
SOL-8d991789ea70,SO-e7dd4ac6cce3,PROD-01937,6,2025-06-03T14:39:29.187794
SOL-840d18725c29,SO-dc0b6fc64ed2,PROD-00490,3,2025-06-03T14:39:29.187794
SOL-72a2d73975f4,SO-dc0b6fc64ed2,PROD-01910,1,2025-06-03T14:39:29.187794
SOL-0b07dfd8e25a,SO-16a4d5ed8883,PROD-01118,1,2025-06-04T14:39:29.187794
SOL-c6fdc65c7b2a,SO-16a4d5ed8883,PROD-00853,1,2025-06-04T14:39:29.187794
SOL-30a299e3bf81,SO-16a4d5ed8883,PROD-00735,5,2025-06-04T14:39:29.187794
SOL-894bce9977f9,SO-16a4d5ed8883,PROD-01670,6,2025-06-04T14:39:29.187794
SOL-bc842d403310,SO-16a4d5ed8883,PROD-00040,19,2025-06-04T14:39:29.187794
SOL-3bcc65735884,SO-dffc35c1f303,PROD-01761,1,2025-06-04T14:39:29.187794
SOL-744ed09f4273,SO-dffc35c1f303,PROD-00913,17,2025-06-04T14:39:29.187794
SOL-6bf494a861b2,SO-0a682aa25d36,PROD-00131,5,2025-06-04T14:39:29.187794
SOL-5550a2531caf,SO-9e7feaab3784,PROD-00274,7,2025-06-04T14:39:29.187794
SOL-105585b767b0,SO-9e7feaab3784,PROD-00860,7,2025-06-04T14:39:29.187794
SOL-5113c1616472,SO-1034556b63ec,PROD-01419,5,2025-06-04T14:39:29.187794
SOL-52a38618127f,SO-1034556b63ec,PROD-00374,17,2025-06-04T14:39:29.187794
SOL-f5aabf45b1f5,SO-1034556b63ec,PROD-00270,1,2025-06-04T14:39:29.187794
SOL-4f1c7e6581e9,SO-dc91157e1d46,PROD-01602,15,2025-06-04T14:39:29.187794
SOL-9e26d6c8eaaf,SO-dc91157e1d46,PROD-00060,3,2025-06-04T14:39:29.187794
SOL-6a43816b9fe1,SO-dc91157e1d46,PROD-01001,18,2025-06-04T14:39:29.187794
SOL-96693519d393,SO-dc91157e1d46,PROD-00337,15,2025-06-04T14:39:29.187794
SOL-c8f69a0964d6,SO-dc91157e1d46,PROD-01634,9,2025-06-04T14:39:29.187794
SOL-7252e9ba5883,SO-926dd4e248a1,PROD-00273,20,2025-06-04T14:39:29.187794
SOL-dfcbba2e46d2,SO-926dd4e248a1,PROD-00422,17,2025-06-04T14:39:29.187794
SOL-09b4763321a6,SO-926dd4e248a1,PROD-00160,10,2025-06-04T14:39:29.187794
SOL-1a81e5ef5bdd,SO-566590cfd3cd,PROD-01672,12,2025-06-04T14:39:29.187794
SOL-96607a3a27ee,SO-566590cfd3cd,PROD-00112,13,2025-06-04T14:39:29.187794
SOL-bd594ec09089,SO-566590cfd3cd,PROD-00616,19,2025-06-04T14:39:29.187794
SOL-0aaad9c562e0,SO-566590cfd3cd,PROD-00217,15,2025-06-04T14:39:29.187794
SOL-d6a6a580d1b3,SO-566590cfd3cd,PROD-00434,20,2025-06-04T14:39:29.187794
SOL-3e3a93a6f377,SO-61e2ade6597c,PROD-00962,19,2025-06-04T14:39:29.187794
SOL-511c03f0b809,SO-61e2ade6597c,PROD-01726,2,2025-06-04T14:39:29.187794
SOL-b89d73b7b093,SO-61e2ade6597c,PROD-00500,17,2025-06-04T14:39:29.187794
SOL-3822dac777ed,SO-61e2ade6597c,PROD-00360,3,2025-06-04T14:39:29.187794
SOL-af04f02b6121,SO-61e2ade6597c,PROD-01794,9,2025-06-04T14:39:29.187794
SOL-7643db1c287c,SO-fb6d685d02f6,PROD-00934,2,2025-06-04T14:39:29.187794
SOL-929d8d953ee9,SO-fb6d685d02f6,PROD-01324,18,2025-06-04T14:39:29.187794
SOL-09055ced5d03,SO-fb6d685d02f6,PROD-01510,2,2025-06-04T14:39:29.187794
SOL-522eae21209a,SO-fb6d685d02f6,PROD-00195,15,2025-06-04T14:39:29.187794
SOL-ab00a01ded90,SO-3b09311de585,PROD-00071,14,2025-06-04T14:39:29.187794
SOL-612767e75712,SO-3b09311de585,PROD-01847,16,2025-06-04T14:39:29.187794
SOL-e9929f73b4ac,SO-639dc239332c,PROD-00434,3,2025-06-04T14:39:29.187794
SOL-dcbf7c93b23e,SO-639dc239332c,PROD-00371,2,2025-06-04T14:39:29.187794
SOL-bae72881c4a9,SO-639dc239332c,PROD-00432,19,2025-06-04T14:39:29.187794
SOL-6f7749f0fe7a,SO-639dc239332c,PROD-01937,13,2025-06-04T14:39:29.187794
SOL-bcf082821e24,SO-639dc239332c,PROD-00877,12,2025-06-04T14:39:29.187794
SOL-cbd739d10ac4,SO-205582e95cf5,PROD-00897,4,2025-06-04T14:39:29.187794
SOL-55af7b2a6f89,SO-72ef7650e7ee,PROD-00058,16,2025-06-04T14:39:29.187794
SOL-3b58b75341e4,SO-72ef7650e7ee,PROD-00348,11,2025-06-04T14:39:29.187794
SOL-363fc3e29a9b,SO-72ef7650e7ee,PROD-00484,8,2025-06-04T14:39:29.187794
SOL-a6c92234973b,SO-72ef7650e7ee,PROD-01935,19,2025-06-04T14:39:29.187794
SOL-dc39db4c18f2,SO-72ef7650e7ee,PROD-00503,1,2025-06-04T14:39:29.187794
SOL-310d4a48079d,SO-61e7129d16a8,PROD-01893,15,2025-06-04T14:39:29.187794
SOL-286e9551b751,SO-61e7129d16a8,PROD-00912,3,2025-06-04T14:39:29.187794
SOL-8389520c00b2,SO-ec6e9213d7d3,PROD-00395,7,2025-06-04T14:39:29.187794
SOL-99d0cb53e0cb,SO-ec6e9213d7d3,PROD-00988,5,2025-06-04T14:39:29.187794
SOL-91ccd8fccc90,SO-ec6e9213d7d3,PROD-01722,2,2025-06-04T14:39:29.187794
SOL-924ae5be8c52,SO-b35cfd48624b,PROD-00412,17,2025-06-04T14:39:29.187794
SOL-39c54a9a8e5a,SO-b35cfd48624b,PROD-01202,15,2025-06-04T14:39:29.187794
SOL-efc945a8ded4,SO-b35cfd48624b,PROD-01416,20,2025-06-04T14:39:29.187794
SOL-402650a47faa,SO-b35cfd48624b,PROD-01453,1,2025-06-04T14:39:29.187794
SOL-c1efd5959df9,SO-b35cfd48624b,PROD-00722,11,2025-06-04T14:39:29.187794
SOL-1702f6f1b70a,SO-eee6750d537d,PROD-00605,4,2025-06-04T14:39:29.187794
SOL-644b30fc927e,SO-eee6750d537d,PROD-01196,6,2025-06-04T14:39:29.187794
SOL-19dfed5d50c0,SO-30fad1d4c67b,PROD-01015,13,2025-06-04T14:39:29.187794
SOL-91098f64aefd,SO-30fad1d4c67b,PROD-01210,4,2025-06-04T14:39:29.187794
SOL-902f5cf254d4,SO-30fad1d4c67b,PROD-01529,19,2025-06-04T14:39:29.187794
SOL-4cbc1a96717e,SO-30fad1d4c67b,PROD-00481,6,2025-06-04T14:39:29.187794
SOL-f150249939fc,SO-30fad1d4c67b,PROD-01188,13,2025-06-04T14:39:29.187794
SOL-62ad86b4a360,SO-4a4db4734eeb,PROD-01184,18,2025-06-04T14:39:29.187794
SOL-102859865f0d,SO-5ad4f31b4ed0,PROD-00953,9,2025-06-04T14:39:29.187794
SOL-6a9accbc69da,SO-5ad4f31b4ed0,PROD-00662,7,2025-06-04T14:39:29.187794
SOL-d322555af39c,SO-5ad4f31b4ed0,PROD-01860,15,2025-06-04T14:39:29.187794
SOL-8d78a0002db8,SO-5ad4f31b4ed0,PROD-01499,3,2025-06-04T14:39:29.187794
SOL-c208553685c9,SO-5ad4f31b4ed0,PROD-00198,3,2025-06-04T14:39:29.187794
SOL-3215f2ca5ec8,SO-74c7379f894e,PROD-01653,11,2025-06-04T14:39:29.187794
SOL-9f574ceaedb2,SO-c09ab535dbb0,PROD-00312,17,2025-06-04T14:39:29.187794
SOL-b7c94cc7ce3d,SO-dcdb42946187,PROD-00132,19,2025-06-05T14:39:29.187794
SOL-eeee1fb090b3,SO-dcdb42946187,PROD-01178,11,2025-06-05T14:39:29.187794
SOL-bdbe5f187b48,SO-908eaf090587,PROD-01153,9,2025-06-05T14:39:29.187794
SOL-2641c9572943,SO-908eaf090587,PROD-00618,9,2025-06-05T14:39:29.187794
SOL-a5bffdcd76c8,SO-908eaf090587,PROD-01547,10,2025-06-05T14:39:29.187794
SOL-7cc8ee3f6606,SO-908eaf090587,PROD-01224,12,2025-06-05T14:39:29.187794
SOL-f81cd6db22b5,SO-908eaf090587,PROD-01868,2,2025-06-05T14:39:29.187794
SOL-e0494b5116e9,SO-f2a875fdb272,PROD-01021,5,2025-06-05T14:39:29.187794
SOL-8795d61d8fe7,SO-f2a875fdb272,PROD-01840,5,2025-06-05T14:39:29.187794
SOL-23d405c2fd52,SO-f2a875fdb272,PROD-00246,17,2025-06-05T14:39:29.187794
SOL-c456bdd96029,SO-f2a875fdb272,PROD-00276,20,2025-06-05T14:39:29.187794
SOL-35fcdf2aae86,SO-f2a875fdb272,PROD-01846,7,2025-06-05T14:39:29.187794
SOL-95b0903c8f82,SO-7a715a7f8f8d,PROD-01839,6,2025-06-05T14:39:29.187794
SOL-44cf074afc4d,SO-c7188241f29f,PROD-00330,6,2025-06-05T14:39:29.187794
SOL-d4438a712d1b,SO-c7188241f29f,PROD-01346,5,2025-06-05T14:39:29.187794
SOL-0432175e2c3f,SO-c7188241f29f,PROD-01663,7,2025-06-05T14:39:29.187794
SOL-37b71e19e068,SO-c7188241f29f,PROD-01540,20,2025-06-05T14:39:29.187794
SOL-dfba884bb7ff,SO-e92a0dc89db2,PROD-00448,6,2025-06-05T14:39:29.187794
SOL-b2e1236b83d8,SO-e92a0dc89db2,PROD-00774,5,2025-06-05T14:39:29.187794
SOL-00b406adac6d,SO-e92a0dc89db2,PROD-00589,17,2025-06-05T14:39:29.187794
SOL-b86734c3c12b,SO-24f9367971f3,PROD-01294,3,2025-06-05T14:39:29.187794
SOL-293f62e1a9e2,SO-24f9367971f3,PROD-01918,10,2025-06-05T14:39:29.187794
SOL-8944ec0a1376,SO-24f9367971f3,PROD-00992,6,2025-06-05T14:39:29.187794
SOL-6ab2d5587204,SO-35d907e037a5,PROD-00892,7,2025-06-05T14:39:29.187794
SOL-5e11659848ec,SO-35d907e037a5,PROD-01617,14,2025-06-05T14:39:29.187794
SOL-1d5e03b7f5ca,SO-35d907e037a5,PROD-00842,14,2025-06-05T14:39:29.187794
SOL-3ebea9309372,SO-6db004801082,PROD-00230,20,2025-06-05T14:39:29.187794
SOL-42fd5f0b5a28,SO-a278bad51f95,PROD-01153,2,2025-06-05T14:39:29.187794
SOL-10f3e42af932,SO-a278bad51f95,PROD-00405,5,2025-06-05T14:39:29.187794
SOL-e5fd45b52069,SO-a278bad51f95,PROD-01592,13,2025-06-05T14:39:29.187794
SOL-5fe41e17d00a,SO-a278bad51f95,PROD-01493,4,2025-06-05T14:39:29.187794
SOL-99cda666d220,SO-a278bad51f95,PROD-00636,6,2025-06-05T14:39:29.187794
SOL-67f8e8e6794e,SO-462ee92d1c12,PROD-01254,2,2025-06-05T14:39:29.187794
SOL-6a5a3e295ce0,SO-f485c07a25cb,PROD-00380,13,2025-06-05T14:39:29.187794
SOL-e7595feb0dec,SO-f485c07a25cb,PROD-00750,5,2025-06-05T14:39:29.187794
SOL-bd2d1e42f3ba,SO-f485c07a25cb,PROD-01025,14,2025-06-05T14:39:29.187794
SOL-6c00953c743a,SO-f485c07a25cb,PROD-01904,5,2025-06-05T14:39:29.187794
SOL-3ef658893edd,SO-6941f1f4a0be,PROD-01520,7,2025-06-05T14:39:29.187794
SOL-089df93bbb52,SO-6941f1f4a0be,PROD-01947,9,2025-06-05T14:39:29.187794
SOL-24da9e31010e,SO-6941f1f4a0be,PROD-01384,13,2025-06-05T14:39:29.187794
SOL-d90cd80546b9,SO-6941f1f4a0be,PROD-00399,15,2025-06-05T14:39:29.187794
SOL-b101dfa0938d,SO-cd66f7b95ce9,PROD-01435,13,2025-06-05T14:39:29.187794
SOL-8b088b6585b1,SO-cd66f7b95ce9,PROD-01948,16,2025-06-05T14:39:29.187794
SOL-ad75f7e18b33,SO-773282528f68,PROD-00993,8,2025-06-05T14:39:29.187794
SOL-18ff8c03603d,SO-773282528f68,PROD-01088,18,2025-06-05T14:39:29.187794
SOL-1b17edf58572,SO-773282528f68,PROD-01562,18,2025-06-05T14:39:29.187794
SOL-abba7372f856,SO-773282528f68,PROD-01287,8,2025-06-05T14:39:29.187794
SOL-f3ac4d03635b,SO-b29f25b0587d,PROD-01594,18,2025-06-05T14:39:29.187794
SOL-ab2fad027a1e,SO-b29f25b0587d,PROD-01320,19,2025-06-05T14:39:29.187794
SOL-dcbfb9675b1d,SO-b29f25b0587d,PROD-01987,5,2025-06-05T14:39:29.187794
SOL-f014faca2a33,SO-b29f25b0587d,PROD-00785,19,2025-06-05T14:39:29.187794
SOL-df18e7e55091,SO-b29f25b0587d,PROD-00021,19,2025-06-05T14:39:29.187794
SOL-ad518c4655d4,SO-bf4f9d8e6f5e,PROD-00112,12,2025-06-05T14:39:29.187794
SOL-8aadd934de6f,SO-bf4f9d8e6f5e,PROD-01660,13,2025-06-05T14:39:29.187794
SOL-fb53f2eadff7,SO-bf4f9d8e6f5e,PROD-00070,4,2025-06-05T14:39:29.187794
SOL-df69f45da57d,SO-bf4f9d8e6f5e,PROD-00174,1,2025-06-05T14:39:29.187794
SOL-ea6e2d03c8e8,SO-bf4f9d8e6f5e,PROD-01305,18,2025-06-05T14:39:29.187794
SOL-181c7598a666,SO-ec1f2efb3260,PROD-01842,2,2025-06-05T14:39:29.187794
SOL-63ec0650b68b,SO-ec1f2efb3260,PROD-00265,11,2025-06-05T14:39:29.187794
SOL-9066f1e885c4,SO-ec1f2efb3260,PROD-01168,15,2025-06-05T14:39:29.187794
SOL-95c332303b4f,SO-ec1f2efb3260,PROD-01611,7,2025-06-05T14:39:29.187794
SOL-587c6d577df2,SO-ec1f2efb3260,PROD-00909,12,2025-06-05T14:39:29.187794
SOL-a8b57655e2a4,SO-eb29b9969a28,PROD-01096,1,2025-06-05T14:39:29.187794
SOL-9ccb5f693406,SO-4dfff46a180f,PROD-00695,20,2025-06-05T14:39:29.187794
SOL-e6e3177f39af,SO-4dfff46a180f,PROD-00440,16,2025-06-05T14:39:29.187794
SOL-0c91407d177f,SO-4dfff46a180f,PROD-01893,10,2025-06-05T14:39:29.187794
SOL-0845e267ab1c,SO-d9c1489a9633,PROD-00609,1,2025-06-05T14:39:29.187794
SOL-1cc8b262ca4e,SO-653971a0b1e9,PROD-00374,1,2025-06-05T14:39:29.187794
SOL-580be93af922,SO-06edd3a7a4f5,PROD-01521,14,2025-06-05T14:39:29.187794
SOL-b79425d27797,SO-06edd3a7a4f5,PROD-00067,4,2025-06-05T14:39:29.187794
SOL-1a6985ad978b,SO-06edd3a7a4f5,PROD-01401,6,2025-06-05T14:39:29.187794
SOL-fd7cc974be28,SO-06edd3a7a4f5,PROD-01317,10,2025-06-05T14:39:29.187794
SOL-4b1ded73fce8,SO-0a0469306b2c,PROD-01506,5,2025-06-05T14:39:29.187794
SOL-abb3652416e9,SO-0a0469306b2c,PROD-01828,8,2025-06-05T14:39:29.187794
SOL-988c82ea6848,SO-7ed3674dc072,PROD-00756,9,2025-06-05T14:39:29.187794
SOL-5f97d283be32,SO-7ed3674dc072,PROD-00052,15,2025-06-05T14:39:29.187794
SOL-3bd7b5554059,SO-7ed3674dc072,PROD-00636,12,2025-06-05T14:39:29.187794
SOL-b94ba8521246,SO-7ed3674dc072,PROD-01429,16,2025-06-05T14:39:29.187794
SOL-b61f936bb9d7,SO-7ed3674dc072,PROD-01813,11,2025-06-05T14:39:29.187794
SOL-1b0cbec0d83b,SO-4e8fecefb123,PROD-01165,4,2025-06-05T14:39:29.187794
SOL-81f219bfe757,SO-a38ea9539ac8,PROD-00053,16,2025-06-05T14:39:29.187794
SOL-af4782973ef6,SO-a38ea9539ac8,PROD-00421,11,2025-06-05T14:39:29.187794
SOL-4fac056edbfc,SO-a38ea9539ac8,PROD-00068,14,2025-06-05T14:39:29.187794
SOL-6916be265e4b,SO-a38ea9539ac8,PROD-01032,5,2025-06-05T14:39:29.187794
SOL-572b0bd0425c,SO-a38ea9539ac8,PROD-00585,3,2025-06-05T14:39:29.187794
SOL-9820f27a7173,SO-fcc908214b32,PROD-00294,8,2025-06-05T14:39:29.187794
SOL-b39efcc7e120,SO-fcc908214b32,PROD-00067,19,2025-06-05T14:39:29.187794
SOL-8775539bfde4,SO-fcc908214b32,PROD-00312,10,2025-06-05T14:39:29.187794
SOL-50db77376ffc,SO-c2240e52405e,PROD-00533,3,2025-06-05T14:39:29.187794
SOL-31e82708d090,SO-c2240e52405e,PROD-00868,15,2025-06-05T14:39:29.187794
SOL-5c900e016ff4,SO-c2240e52405e,PROD-00281,17,2025-06-05T14:39:29.187794
SOL-940a8e5994c7,SO-c2240e52405e,PROD-01866,8,2025-06-05T14:39:29.187794
SOL-bc2dbbce989a,SO-c2240e52405e,PROD-00810,17,2025-06-05T14:39:29.187794
SOL-24b1b36dc0ef,SO-7d6d83493662,PROD-01243,11,2025-06-05T14:39:29.187794
SOL-740eacb55722,SO-53c15dbfc977,PROD-00929,16,2025-06-05T14:39:29.187794
SOL-174b42be08aa,SO-7a3f0a09bc34,PROD-01018,1,2025-06-05T14:39:29.187794
SOL-547f15728c74,SO-7a3f0a09bc34,PROD-01475,4,2025-06-05T14:39:29.187794
SOL-0000c4b25fc9,SO-ccb2bc9ce581,PROD-01409,1,2025-06-06T14:39:29.187794
SOL-86ffadf39e98,SO-ccb2bc9ce581,PROD-01404,10,2025-06-06T14:39:29.187794
SOL-6a679a6c9e07,SO-ccb2bc9ce581,PROD-00833,2,2025-06-06T14:39:29.187794
SOL-688831fcae33,SO-ccb2bc9ce581,PROD-00880,6,2025-06-06T14:39:29.187794
SOL-06ba00e76743,SO-77cf0a582596,PROD-00054,20,2025-06-06T14:39:29.187794
SOL-997337e974c3,SO-77cf0a582596,PROD-00906,13,2025-06-06T14:39:29.187794
SOL-6be531bd4f48,SO-77cf0a582596,PROD-00468,13,2025-06-06T14:39:29.187794
SOL-fc99fdaa0f8b,SO-77cf0a582596,PROD-01084,13,2025-06-06T14:39:29.187794
SOL-e470f2b7c316,SO-77cf0a582596,PROD-00625,14,2025-06-06T14:39:29.187794
SOL-f68c64df3078,SO-8ce566bef92c,PROD-01208,7,2025-06-06T14:39:29.187794
